"id";"type";"energy";"usage";"usagenet";"createdat";"startdate";"enddate";"fillingdatecancellation";"cancellationreason";"city";"status";"productid";"modificationdate"
23347;"energy";"electricity";2700;2713;"2019-11-21";"2020-01-01";"";"";"";"Cologne";"indelivery";1002;"2019-11-27"
23348;"energy";"electricity";2600;2812;"2020-01-26";"2020-07-01";"";"";"";"Hamburg";"indelivery";1000;"2020-04-25"
23349;"energy";"electricity";2500;2642;"2018-05-09";"2019-02-01";"";"";"";"Düsseldorf";"indelivery";1000;"2020-07-25"
23350;"energy";"gas";10200;10944;"2019-08-06";"2020-04-01";"";"";"";"Kiel";"indelivery";2001;"2020-04-27"
23351;"energy";"electricity";2400;2473;"2020-08-07";"2020-12-01";"";"";"";"Karlsruhe";"active";1001;"2020-09-02"
23352;"energy";"electricity";2500;2636;"2018-07-15";"2018-09-01";"2018-09-01";"2020-03-02";"Wiederruf";"Magdeburg";"terminated";1002;"2019-01-17"
23353;"energy";"gas";8800;8409;"2018-10-09";"2018-11-01";"";"";"";"Hamburg";"indelivery";2000;"2020-08-26"
23354;"energy";"electricity";2700;2667;"2019-03-26";"2019-09-01";"";"";"";"Berlin";"indelivery";1002;"2019-12-18"
23355;"energy";"electricity";2600;2562;"2019-03-20";"2020-01-01";"2020-10-31";"2020-09-30";"fristgerecht durch LichtBlick";"Berlin";"cancelled";1000;"2019-12-06"
23356;"energy";"electricity";2200;2328;"2019-08-16";"2019-11-01";"";"";"";"Berlin";"indelivery";1001;"2020-05-18"
23357;"energy";"electricity";2200;2218;"2019-02-02";"2019-04-01";"";"";"";"Essen";"indelivery";1002;"2019-05-09"
23358;"energy";"electricity";2300;"";"2020-06-13";"2020-08-01";"";"";"";"Leipzig";"indelivery";1000;"2020-09-28"
23359;"energy";"electricity";1900;1975;"2019-01-14";"2019-03-01";"2020-01-31";"2019-12-29";"fristgerecht durch Kunde";"Frankfurt";"terminated";1002;"2019-01-27"
23360;"energy";"electricity";2500;2513;"2018-11-19";"2018-12-01";"";"";"";"Munich";"indelivery";1002;"2019-03-28"
23361;"energy";"electricity";2900;2905;"2019-02-10";"2019-04-01";"";"";"";"Berlin";"indelivery";1002;"2019-03-01"
23362;"energy";"electricity";2600;2640;"2018-07-20";"2018-09-01";"";"";"";"Munich";"indelivery";1001;"2019-12-27"
23363;"energy";"electricity";2700;2698;"2019-09-27";"2020-06-01";"";"";"";"Berlin";"indelivery";1001;"2020-08-26"
23364;"energy";"electricity";2500;2591;"2018-12-15";"2019-01-01";"";"";"";"Hamburg";"indelivery";1001;"2020-05-19"
23365;"energy";"electricity";2200;2268;"2020-08-18";"2020-09-01";"";"";"";"Munich";"indelivery";1002;"2020-09-20"
23366;"energy";"gas";11400;11910;"2018-12-01";"2019-04-01";"";"";"";"Rostock";"indelivery";2001;"2019-06-14"
23367;"energy";"electricity";2400;2434;"2020-03-28";"2020-05-01";"";"";"";"Cologne";"indelivery";1001;"2020-05-12"
23368;"energy";"electricity";2800;2793;"2019-08-14";"2019-09-01";"";"";"";"Essen";"indelivery";1000;"2020-06-08"
23369;"energy";"electricity";2200;2167;"2018-11-13";"2019-03-01";"";"";"";"Wuppertal";"indelivery";1000;"2020-01-08"
23370;"energy";"electricity";2900;3101;"2018-01-19";"2018-02-01";"2019-05-31";"2019-04-30";"fristgerecht durch LichtBlick";"Magdeburg";"terminated";1000;"2019-04-30"
23371;"energy";"gas";11500;12110;"2020-07-18";"2020-09-01";"";"";"";"Koblenz";"indelivery";2000;"2020-08-08"
23372;"energy";"electricity";2400;"";"2019-06-02";"2019-08-01";"";"";"";"Ingolstadt";"indelivery";1002;"2020-06-07"
23373;"energy";"electricity";2600;2743;"2019-04-19";"2019-06-01";"";"";"";"Haßfurt";"indelivery";1000;"2019-12-22"
23374;"energy";"electricity";2400;2276;"2020-02-22";"2020-04-01";"";"";"";"Duisburg";"indelivery";1001;"2020-04-11"
23375;"energy";"gas";8200;"";"2019-07-16";"2019-11-01";"";"";"";"Munich";"indelivery";2001;"2019-11-18"
23376;"energy";"electricity";3000;3115;"2020-04-17";"2020-09-01";"";"";"";"Bielefeld";"indelivery";1002;"2020-08-14"
23377;"energy";"electricity";2700;2855;"2018-06-25";"2018-11-01";"";"";"";"Braunschweig";"indelivery";1002;"2018-09-03"
23378;"energy";"electricity";2100;2195;"2019-01-25";"2019-04-01";"";"";"";"Munich";"indelivery";1001;"2019-03-05"
23379;"energy";"electricity";2200;2254;"2019-08-21";"2019-10-01";"2020-12-31";"2020-11-29";"fristgerecht durch LichtBlick";"Hamburg";"cancelled";1002;"2019-11-19"
23380;"energy";"electricity";2500;2384;"2018-05-12";"2018-06-01";"";"";"";"Alzey";"indelivery";1000;"2018-07-25"
23381;"energy";"electricity";2200;2247;"2019-09-16";"2020-01-01";"2020-11-30";"2020-11-01";"fristgerecht durch Kunde";"Berlin";"cancelled";1000;"2020-05-10"
23382;"energy";"electricity";2000;1996;"2018-03-09";"2018-06-01";"";"";"";"Berlin";"indelivery";1000;"2019-05-17"
23383;"energy";"electricity";2500;2691;"2020-09-11";"2020-11-01";"";"";"";"Wuppertal";"active";1001;"2020-09-16"
23384;"energy";"electricity";2900;"";"2019-12-25";"2020-06-01";"";"";"";"Siegen";"indelivery";1000;"2020-02-08"
23385;"energy";"electricity";2400;2405;"2018-11-02";"2019-01-01";"2019-01-01";"2019-02-28";"Wiederruf";"Fürstenfeldbruck";"terminated";1001;"2019-02-28"
23386;"energy";"electricity";2300;2462;"2018-09-04";"2019-07-01";"";"";"";"Berlin";"indelivery";1001;"2019-12-26"
23387;"energy";"gas";10000;10387;"2019-06-11";"2019-08-01";"2019-08-01";"2020-11-01";"Wiederruf";"Leipzig";"terminated";2000;"2019-08-29"
23388;"energy";"electricity";2000;2192;"2020-03-02";"2020-10-01";"";"";"";"Bremen";"indelivery";1002;"2020-08-09"
23389;"energy";"gas";10300;11006;"2019-06-13";"2019-09-01";"";"";"";"Bremen";"indelivery";2001;"2020-05-15"
23390;"energy";"electricity";2400;2309;"2019-04-20";"2019-10-01";"2020-01-31";"2019-12-30";"fristgerecht durch Kunde";"Hamburg";"terminated";1002;"2019-10-27"
23391;"energy";"electricity";2000;1955;"2020-07-02";"2021-01-01";"";"";"";"Bielefeld";"active";1000;"2020-08-24"
23392;"energy";"electricity";2900;2836;"2020-03-25";"2020-07-01";"";"";"";"Coburg";"indelivery";1001;"2020-06-15"
23393;"energy";"electricity";2400;2451;"2019-03-09";"2019-09-01";"";"";"";"Berlin";"indelivery";1001;"2019-07-11"
23394;"energy";"electricity";2200;2314;"2019-12-03";"2020-10-01";"";"";"";"Bremen";"indelivery";1000;"2020-02-24"
23395;"energy";"electricity";2500;2375;"2018-11-24";"2019-03-01";"";"";"";"Bad Neuenahr-Ahrweiler";"indelivery";1000;"2019-08-14"
23396;"energy";"electricity";2000;1962;"2018-01-10";"2018-11-01";"";"";"";"Berlin";"indelivery";1002;"2018-08-24"
23397;"energy";"electricity";2300;2173;"2020-09-27";"2020-11-01";"";"";"";"Marienberg";"active";1000;"2020-09-30"
23398;"energy";"electricity";2300;2511;"2020-08-11";"2020-11-01";"";"";"";"Hamburg";"active";1001;"2020-09-02"
23399;"energy";"gas";10300;10426;"2020-03-03";"2020-05-01";"";"";"";"Dresden";"indelivery";2001;"2020-07-31"
23400;"energy";"electricity";2100;2242;"2020-05-09";"2020-09-01";"";"";"";"Dresden";"indelivery";1002;"2020-07-17"
23401;"energy";"gas";8300;8033;"2018-10-23";"2018-12-01";"";"";"";"Berlin";"indelivery";2000;"2020-07-06"
23402;"energy";"electricity";2800;2959;"2018-04-13";"2018-06-01";"";"";"";"Aichach";"indelivery";1002;"2019-12-17"
23403;"energy";"electricity";2500;2538;"2019-06-21";"2019-08-01";"";"";"";"Hamburg";"indelivery";1002;"2019-08-01"
23404;"energy";"electricity";2900;2961;"2019-02-02";"2019-03-01";"2019-03-01";"2020-12-01";"Wiederruf";"Munich";"terminated";1002;"2019-04-11"
23405;"energy";"electricity";2700;2714;"2019-02-25";"2019-11-01";"2020-09-30";"2020-08-27";"fristgerecht durch Kunde";"Munich";"terminated";1002;"2020-05-08"
23406;"energy";"electricity";2700;2784;"2020-02-24";"2020-04-01";"";"";"";"Ulm";"indelivery";1002;"2020-04-24"
23407;"energy";"electricity";2400;2346;"2019-02-27";"2019-03-01";"";"";"";"Cottbus";"indelivery";1002;"2019-07-25"
23408;"energy";"gas";10500;10160;"2020-06-22";"2020-08-01";"";"";"";"Coburg";"indelivery";2000;"2020-07-30"
23409;"energy";"electricity";2600;2727;"2020-03-27";"2020-05-01";"2020-05-01";"2020-08-31";"Wiederruf";"Kassel";"terminated";1001;"2020-04-17"
23410;"energy";"electricity";2300;2235;"2018-12-17";"2019-02-01";"";"";"";"Berlin";"indelivery";1000;"2020-01-26"
23411;"energy";"electricity";2300;2323;"2018-01-22";"2018-03-01";"2018-12-31";"2018-11-29";"fristgerecht durch Kunde";"Karlsruhe";"terminated";1001;"2018-08-19"
23412;"energy";"gas";9900;9689;"2019-09-29";"2020-01-01";"";"";"";"Erfurt";"indelivery";2001;"2020-02-24"
23413;"energy";"gas";9400;9611;"2018-01-07";"2018-06-01";"";"";"";"Cologne";"indelivery";2001;"2019-10-11"
23414;"energy";"electricity";2200;2124;"2019-12-26";"2020-01-01";"";"";"";"Essen";"indelivery";1002;"2020-09-05"
23415;"energy";"electricity";2000;2044;"2019-12-21";"2020-01-01";"2020-09-30";"2020-09-02";"fristgerecht durch LichtBlick";"Hamburg";"terminated";1001;"2020-02-18"
23416;"energy";"electricity";2300;2274;"2020-03-13";"2021-03-01";"";"";"";"Kassel";"active";1002;"2020-04-19"
23417;"energy";"electricity";2100;2057;"2020-09-24";"2021-01-01";"";"";"";"Berlin";"active";1002;"2020-09-25"
23418;"energy";"gas";11200;11441;"2019-03-24";"2019-06-01";"";"";"";"Dortmund";"indelivery";2000;"2019-12-05"
23419;"energy";"electricity";2200;2406;"2019-05-14";"2019-07-01";"";"";"";"Munich";"indelivery";1002;"2019-12-18"
23420;"energy";"electricity";2700;2544;"2019-09-11";"2020-01-01";"";"";"";"Berlin";"indelivery";1001;"2020-09-28"
23421;"energy";"electricity";2100;2234;"2019-05-15";"2019-10-01";"";"";"";"Dortmund";"indelivery";1002;"2020-02-20"
23422;"energy";"electricity";2800;2960;"2020-09-29";"2021-03-01";"";"";"";"Essen";"active";1001;"2020-09-30"
23423;"energy";"electricity";1900;1902;"2018-05-03";"2018-07-01";"";"";"";"Hamburg";"indelivery";1000;"2018-12-29"
23424;"energy";"electricity";2700;2572;"2019-04-17";"2020-03-01";"";"";"";"Dresden";"indelivery";1002;"2020-03-27"
23425;"energy";"electricity";2800;3052;"2020-05-17";"2020-08-01";"";"";"";"Frankfurt";"indelivery";1001;"2020-06-22"
23426;"energy";"electricity";2800;2965;"2018-09-27";"2019-07-01";"";"";"";"Karlsruhe";"indelivery";1002;"2018-12-20"
23427;"energy";"electricity";2200;2331;"2019-11-03";"2020-05-01";"";"";"";"Mannheim";"indelivery";1001;"2020-07-24"
23428;"energy";"electricity";2000;2161;"2020-02-11";"2020-05-01";"";"";"";"Hannover";"indelivery";1000;"2020-07-25"
23429;"energy";"electricity";2500;2543;"2018-07-08";"2018-08-01";"";"";"";"Bremerhaven";"indelivery";1000;"2020-08-07"
23430;"energy";"electricity";2700;2662;"2018-04-02";"2018-06-01";"";"";"";"Göttingen";"indelivery";1000;"2020-08-27"
23431;"energy";"electricity";2700;2686;"2018-07-21";"2018-12-01";"2020-10-31";"2020-09-27";"fristgerecht durch Kunde";"Düsseldorf";"cancelled";1001;"2019-07-12"
23432;"energy";"gas";10600;11204;"2019-10-10";"2019-12-01";"";"";"";"Stuttgart";"indelivery";2000;"2019-10-23"
23433;"energy";"gas";10200;10565;"2018-06-26";"2018-08-01";"";"";"";"Würzburg";"indelivery";2001;"2019-11-04"
23434;"energy";"electricity";2600;2708;"2020-06-19";"2021-05-01";"";"";"";"Stuttgart";"active";1000;"2020-07-25"
23435;"energy";"electricity";2400;2376;"2019-02-27";"2019-03-01";"";"";"";"Leipzig";"indelivery";1002;"2019-07-21"
23436;"energy";"electricity";2700;2730;"2019-05-20";"2019-12-01";"";"";"";"Berlin";"indelivery";1000;"2020-04-13"
23437;"energy";"electricity";2700;"";"2019-01-01";"2019-07-01";"";"";"";"Lüchow";"indelivery";1001;"2019-08-19"
23438;"energy";"electricity";2400;2472;"2019-12-29";"2020-01-01";"";"";"";"Berlin";"indelivery";1000;"2020-06-08"
23439;"energy";"electricity";3000;2815;"2019-06-16";"2019-09-01";"";"";"";"Mainz";"indelivery";1000;"2019-08-24"
23440;"energy";"electricity";2600;2722;"2018-11-05";"2018-12-01";"";"";"";"Cologne";"indelivery";1002;"2019-11-01"
23441;"energy";"gas";10400;10142;"2019-01-06";"2019-04-01";"2019-10-31";"2019-09-28";"Umzug";"Jena";"terminated";2001;"2019-09-28"
23442;"energy";"gas";8000;8445;"2019-09-11";"2019-10-01";"";"";"";"Koblenz";"indelivery";2000;"2020-07-10"
23443;"energy";"gas";10600;10450;"2018-01-30";"2018-03-01";"";"";"";"Dortmund";"indelivery";2001;"2020-01-22"
23444;"energy";"electricity";2500;2432;"2020-02-17";"2020-10-01";"";"";"";"Frankfurt";"indelivery";1000;"2020-05-14"
23445;"energy";"electricity";2700;2702;"2020-09-20";"2020-11-01";"";"";"";"Freiburg";"active";1001;"2020-09-25"
23446;"energy";"electricity";2100;"";"2018-05-03";"2019-01-01";"2019-06-30";"2019-05-24";"Umzug";"Freiburg";"terminated";1002;"2018-08-13"
23447;"energy";"electricity";2100;2092;"2019-05-31";"2019-12-01";"";"";"";"Altchemnitz";"indelivery";1002;"2020-03-18"
23448;"energy";"electricity";2200;"";"2018-05-16";"2018-08-01";"2018-08-01";"2020-06-01";"Wiederruf";"Rostock";"terminated";1002;"2019-11-26"
23449;"energy";"electricity";2300;2404;"2019-04-28";"2019-07-01";"";"";"";"Hamburg";"indelivery";1002;"2019-11-26"
23450;"energy";"electricity";2300;2391;"2018-03-23";"2018-07-01";"";"";"";"Marienberg";"indelivery";1000;"2019-09-05"
23451;"energy";"electricity";2300;"";"2020-07-27";"2020-11-01";"";"";"";"Munich";"active";1000;"2020-08-11"
23452;"energy";"electricity";2500;2602;"2019-09-04";"2020-03-01";"";"";"";"Düsseldorf";"indelivery";1002;"2019-12-24"
23453;"energy";"electricity";2700;2877;"2020-07-01";"2020-08-01";"";"";"";"Leipzig";"indelivery";1001;"2020-09-01"
23454;"energy";"electricity";2900;2978;"2018-12-11";"2019-05-01";"";"";"";"Dortmund";"indelivery";1000;"2020-03-09"
23455;"energy";"electricity";2900;3136;"2018-08-13";"2018-10-01";"";"";"";"Lübeck";"indelivery";1002;"2020-05-01"
23456;"energy";"electricity";2600;"";"2019-08-05";"2020-08-01";"";"";"";"Berlin";"indelivery";1000;"2020-04-25"
23457;"energy";"electricity";2800;2764;"2019-07-10";"2020-03-01";"";"";"";"Marienberg";"indelivery";1000;"2020-03-28"
23458;"energy";"electricity";2800;2908;"2018-03-13";"2018-08-01";"";"";"";"Berlin";"indelivery";1000;"2020-02-16"
23459;"energy";"electricity";2500;2521;"2020-06-03";"2020-10-01";"";"";"";"Leipzig";"indelivery";1001;"2020-07-05"
23460;"energy";"gas";11800;12083;"2020-07-17";"2020-09-01";"";"";"";"Hannover";"indelivery";2001;"2020-08-17"
23461;"energy";"gas";11500;11089;"2018-01-21";"2018-04-01";"";"";"";"Leipzig";"indelivery";2001;"2020-06-17"
23462;"energy";"gas";11700;"";"2019-03-19";"2019-09-01";"";"";"";"Munich";"indelivery";2001;"2020-09-09"
23463;"energy";"electricity";2600;2636;"2018-12-16";"2019-01-01";"";"";"";"Bremen";"indelivery";1000;"2019-06-25"
23464;"energy";"electricity";2800;2937;"2019-10-06";"2019-11-01";"";"";"";"Wolfsburg";"indelivery";1001;"2020-05-09"
23465;"energy";"gas";10000;9693;"2018-02-24";"2018-09-01";"";"";"";"Duisburg";"indelivery";2000;"2018-04-13"
23466;"energy";"electricity";2900;2973;"2020-07-07";"2020-08-01";"";"";"";"Hannover";"indelivery";1001;"2020-07-29"
23467;"energy";"electricity";2600;2544;"2018-04-01";"2018-05-01";"2020-08-31";"2020-08-03";"fristgerecht durch LichtBlick";"Wiesbaden";"terminated";1002;"2020-02-12"
23468;"energy";"electricity";2300;2232;"2020-05-03";"2020-06-01";"";"";"";"Kiel";"indelivery";1000;"2020-07-13"
23469;"energy";"electricity";2300;2462;"2018-12-20";"2019-01-01";"";"";"";"Berlin";"indelivery";1001;"2020-01-13"
23470;"energy";"electricity";2300;2357;"2019-10-24";"2020-02-01";"";"";"";"Hannover";"indelivery";1001;"2020-05-10"
23471;"energy";"electricity";3000;2871;"2020-07-17";"2021-03-01";"";"";"";"Dortmund";"active";1002;"2020-08-07"
23472;"energy";"electricity";2100;2015;"2019-07-11";"2019-10-01";"";"";"";"Berlin";"indelivery";1002;"2020-04-25"
23473;"energy";"electricity";2200;2081;"2019-05-27";"2019-08-01";"";"";"";"Hofeck";"indelivery";1002;"2019-07-27"
23474;"energy";"gas";8100;8209;"2020-07-17";"2020-12-01";"";"";"";"Berlin";"active";2000;"2020-09-28"
23475;"energy";"gas";9200;9850;"2018-11-13";"2019-10-01";"";"";"";"Minden";"indelivery";2000;"2020-07-26"
23476;"energy";"electricity";2800;3002;"2019-07-15";"2020-05-01";"";"";"";"Duisburg";"indelivery";1001;"2020-04-29"
23477;"energy";"electricity";2400;2584;"2020-04-13";"2020-06-01";"";"";"";"Göttingen";"indelivery";1002;"2020-05-12"
23478;"energy";"gas";9900;10229;"2020-01-12";"2020-06-01";"";"";"";"Dortmund";"indelivery";2000;"2020-03-13"
23479;"energy";"electricity";2600;2787;"2020-01-09";"2020-05-01";"";"";"";"Düsseldorf";"indelivery";1000;"2020-05-12"
23480;"energy";"gas";11300;11727;"2019-08-14";"2019-10-01";"2020-06-30";"2020-05-29";"fristgerecht durch Kunde";"Hamburg";"terminated";2001;"2019-08-29"
23481;"energy";"gas";11200;11609;"2020-05-05";"2020-10-01";"";"";"";"Heidelberg";"indelivery";2001;"2020-07-27"
23482;"energy";"electricity";2100;2184;"2019-01-16";"2019-04-01";"";"";"";"Hamburg";"indelivery";1000;"2020-03-04"
23483;"energy";"electricity";2100;2082;"2020-05-30";"2020-12-01";"";"";"";"Hannover";"active";1001;"2020-09-11"
23484;"energy";"electricity";2300;2371;"2018-06-25";"2018-10-01";"";"";"";"Berlin";"indelivery";1001;"2019-11-04"
23485;"energy";"electricity";2800;2859;"2019-09-09";"2019-11-01";"";"";"";"Hildburghausen";"indelivery";1001;"2020-01-27"
23486;"energy";"gas";10900;"";"2019-06-02";"2019-12-01";"";"";"";"Frankfurt";"indelivery";2001;"2020-08-03"
23487;"energy";"electricity";3000;2864;"2018-11-28";"2019-02-01";"";"";"";"Heidelberg";"indelivery";1001;"2019-12-27"
23488;"energy";"electricity";2200;2303;"2020-09-06";"2020-12-01";"";"";"";"Munich";"active";1001;"2020-09-15"
23489;"energy";"electricity";2500;2430;"2018-05-26";"2019-03-01";"2019-06-30";"2019-06-02";"fristgerecht durch Kunde";"Duisburg";"terminated";1002;"2018-08-08"
23490;"energy";"gas";11200;11414;"2019-07-31";"2020-06-01";"";"";"";"Marienberg";"indelivery";2001;"2019-12-10"
23491;"energy";"electricity";2800;2763;"2018-06-16";"2019-02-01";"";"";"";"Mannheim";"indelivery";1001;"2018-10-05"
23492;"energy";"electricity";2300;2407;"2019-02-18";"2019-03-01";"";"";"";"Hamburg";"indelivery";1001;"2020-09-04"
23493;"energy";"electricity";2200;2327;"2018-11-10";"2019-01-01";"2019-05-31";"2019-05-02";"fristgerecht durch Kunde";"Coburg";"terminated";1002;"2019-01-08"
23494;"energy";"gas";10200;10096;"2018-08-05";"2018-11-01";"";"";"";"Marienberg";"indelivery";2000;"2020-01-09"
23495;"energy";"gas";8600;8391;"2018-01-28";"2018-03-01";"";"";"";"Marienberg";"indelivery";2000;"2020-09-24"
23496;"energy";"electricity";2900;2980;"2019-01-01";"2019-05-01";"";"";"";"Leipzig";"indelivery";1000;"2019-05-26"
23497;"energy";"gas";8600;8349;"2019-05-02";"2019-07-01";"";"";"";"Frankfurt";"indelivery";2001;"2019-05-29"
23498;"energy";"electricity";2500;2424;"2018-11-28";"2018-12-01";"2018-12-01";"2020-02-01";"Wiederruf";"Berlin";"terminated";1002;"2019-09-06"
23499;"energy";"electricity";2400;2547;"2020-02-28";"2020-06-01";"";"";"";"Duisburg";"indelivery";1000;"2020-08-12"
23500;"energy";"electricity";2700;2610;"2020-09-13";"2021-09-29";"";"";"";"Fürth";"active";1000;"2020-10-07"
23501;"energy";"electricity";2500;"";"2018-11-28";"2019-01-01";"";"";"";"Berlin";"indelivery";1002;"2020-01-02"
23502;"energy";"gas";9500;9884;"2020-02-20";"2020-03-01";"";"";"";"Stuttgart";"indelivery";2000;"2020-07-16"
23503;"energy";"electricity";2800;2824;"2019-03-18";"2019-06-01";"";"";"";"Dortmund";"indelivery";1002;"2020-06-29"
23504;"energy";"electricity";2300;2295;"2020-09-03";"2021-05-01";"";"";"";"Bautzen";"active";1000;"2020-09-06"
23505;"energy";"electricity";2600;2651;"2018-06-16";"2019-04-01";"";"";"";"Bergheim";"indelivery";1001;"2019-06-06"
23506;"energy";"electricity";2900;3070;"2018-01-23";"2018-07-01";"2020-11-30";"2020-10-31";"Umzug";"Saarbrücken";"cancelled";1001;"2020-04-12"
23507;"energy";"electricity";2700;2839;"2019-05-26";"2019-08-01";"";"";"";"Bremerhaven";"indelivery";1000;"2019-06-04"
23508;"energy";"gas";7500;7339;"2020-07-15";"2020-11-01";"";"";"";"Frankfurt";"active";2001;"2020-08-03"
23509;"energy";"electricity";2000;1924;"2019-07-03";"2019-11-01";"";"";"";"Essen";"indelivery";1000;"2020-08-19"
23510;"energy";"electricity";2200;2340;"2020-01-07";"2020-03-01";"";"";"";"Cologne";"indelivery";1000;"2020-09-15"
23511;"energy";"electricity";2700;2704;"2018-01-01";"2018-05-01";"2019-05-31";"2019-04-30";"fristgerecht durch LichtBlick";"Augsburg";"terminated";1001;"2018-05-27"
23512;"energy";"electricity";2800;"";"2020-03-24";"2020-05-01";"";"";"";"Hamburg";"indelivery";1002;"2020-05-26"
23513;"energy";"electricity";2200;2075;"2020-06-28";"2020-10-01";"";"";"";"Cologne";"indelivery";1000;"2020-09-08"
23514;"energy";"electricity";2500;2468;"2020-07-18";"2020-09-01";"";"";"";"Mainz";"indelivery";1002;"2020-08-10"
23515;"energy";"electricity";2600;2599;"2018-07-11";"2019-03-01";"2020-03-31";"2020-03-02";"fristgerecht durch Kunde";"Berlin";"terminated";1002;"2018-07-31"
23516;"energy";"electricity";2400;2327;"2020-08-29";"2020-10-01";"";"";"";"Potsdam";"indelivery";1000;"2020-09-23"
23517;"energy";"electricity";2300;2262;"2018-06-01";"2019-03-01";"2020-01-31";"2020-01-02";"fristgerecht durch LichtBlick";"Bielefeld";"terminated";1002;"2019-03-06"
23518;"energy";"electricity";2500;2724;"2019-10-02";"2019-12-01";"";"";"";"Essen";"indelivery";1002;"2020-07-10"
23519;"energy";"electricity";2400;"";"2018-09-30";"2019-01-01";"";"";"";"Cologne";"indelivery";1002;"2020-09-25"
23520;"energy";"electricity";2700;2598;"2019-10-13";"2020-05-01";"";"";"";"Marienberg";"indelivery";1002;"2020-04-29"
23521;"energy";"electricity";2900;3027;"2019-04-12";"2020-05-01";"";"";"";"Berlin";"indelivery";1000;"2020-07-27"
23522;"energy";"electricity";2300;2219;"2019-01-03";"2019-08-01";"2020-12-31";"2020-11-26";"fristgerecht durch Kunde";"Stuttgart";"cancelled";1001;"2020-06-12"
23523;"energy";"electricity";2500;2632;"2019-12-22";"2020-02-01";"";"";"";"Berlin";"indelivery";1000;"2020-01-05"
23524;"energy";"electricity";2700;2811;"2018-09-14";"2019-04-01";"";"";"";"Cologne";"indelivery";1001;"2019-06-26"
23525;"energy";"electricity";2000;"";"2019-07-30";"2019-09-01";"";"";"";"Bremen";"indelivery";1001;"2020-03-08"
23526;"energy";"electricity";2200;2219;"2019-05-22";"2020-01-01";"";"";"";"Hannover";"indelivery";1002;"2019-07-16"
23527;"energy";"electricity";2700;2705;"2020-09-13";"2021-03-31";"";"";"";"Osnabrück";"active";1002;"2020-10-07"
23528;"energy";"electricity";2900;3159;"2020-04-21";"2020-06-01";"";"";"";"Schwerin";"indelivery";1000;"2020-06-06"
23529;"energy";"electricity";2900;3148;"2020-06-20";"2020-11-01";"";"";"";"Lübben";"active";1001;"2020-08-27"
23530;"energy";"gas";9200;9012;"2020-01-19";"2020-02-01";"";"";"";"Munich";"indelivery";2001;"2020-09-28"
23531;"energy";"electricity";2700;2553;"2019-05-14";"2019-07-01";"";"";"";"Augsburg";"indelivery";1000;"2019-09-24"
23532;"energy";"electricity";2700;2751;"2019-02-02";"2019-06-01";"";"";"";"Leipzig";"indelivery";1000;"2020-07-25"
23533;"energy";"electricity";2700;2628;"2018-01-22";"2018-03-01";"2019-08-31";"2019-08-03";"fristgerecht durch LichtBlick";"Cuxhaven";"terminated";1001;"2019-08-03"
23534;"energy";"electricity";2400;2544;"2018-02-23";"2018-11-01";"2020-08-31";"2020-08-03";"fristgerecht durch Kunde";"Berlin";"terminated";1002;"2018-12-28"
23535;"energy";"gas";9800;10228;"2018-08-26";"2019-01-01";"";"";"";"Karlsruhe";"indelivery";2001;"2020-04-20"
23536;"energy";"electricity";2900;2764;"2019-06-21";"2019-08-01";"";"";"";"Munich";"indelivery";1000;"2020-03-15"
23537;"energy";"electricity";2400;2409;"2018-03-28";"2018-04-01";"";"";"";"Bonn";"indelivery";1002;"2018-07-08"
23538;"energy";"electricity";2800;2913;"2018-01-23";"2018-02-01";"";"";"";"Göttingen";"indelivery";1002;"2019-02-05"
23539;"energy";"electricity";2600;2525;"2019-06-25";"2019-09-01";"";"";"";"Frankfurt";"indelivery";1002;"2020-03-31"
23540;"energy";"electricity";2000;"";"2018-07-30";"2018-08-01";"";"";"";"Berlin";"indelivery";1000;"2020-07-20"
23541;"energy";"electricity";2400;2376;"2020-01-15";"2020-05-01";"";"";"";"Essen";"indelivery";1001;"2020-08-29"
23542;"energy";"electricity";2000;1946;"2018-07-02";"2019-01-01";"";"";"";"Altchemnitz";"indelivery";1000;"2020-01-24"
23543;"energy";"gas";11200;10774;"2019-03-10";"2019-06-01";"";"";"";"Biberach";"indelivery";2001;"2019-11-20"
23544;"energy";"electricity";2000;2045;"2020-04-05";"2020-07-01";"";"";"";"Hamburg";"indelivery";1002;"2020-08-01"
23545;"energy";"electricity";2500;2456;"2018-07-27";"2019-05-01";"";"";"";"Berlin";"indelivery";1001;"2019-11-09"
23546;"energy";"electricity";2200;2181;"2018-11-23";"2019-01-01";"";"";"";"Braunschweig";"indelivery";1001;"2020-09-25"
23547;"energy";"electricity";2600;2564;"2019-08-15";"2020-03-01";"";"";"";"Düsseldorf";"indelivery";1001;"2020-03-04"
23548;"energy";"electricity";2800;"";"2018-05-23";"2018-10-01";"2018-11-30";"2018-11-01";"Umzug";"Würzburg";"terminated";1002;"2018-11-01"
23549;"energy";"gas";8100;8180;"2019-01-21";"2019-03-01";"";"";"";"Wiesbaden";"indelivery";2000;"2020-06-09"
23550;"energy";"electricity";2200;"";"2019-09-06";"2019-10-01";"";"";"";"Munich";"indelivery";1001;"2020-06-02"
23551;"energy";"electricity";2000;1933;"2019-08-14";"2019-11-01";"";"";"";"Cologne";"indelivery";1001;"2020-09-13"
23552;"energy";"electricity";2800;2940;"2018-01-20";"2018-03-01";"2020-04-30";"2020-03-31";"fristgerecht durch Kunde";"Wiesbaden";"terminated";1002;"2020-03-31"
